score;highest tile;number of moves;time per move
41364; 2048; 2127; 0.464024 
132256; 8192; 5558; 0.849277 
112936; 8192; 4676; 0.849468 
77180; 4096; 3545; 0.724421 
124392; 8192; 5189; 0.809639 
79128; 4096; 3650; 0.733352 
76848; 4096; 3530; 0.687505 
72140; 4096; 3310; 0.657868 
32552; 2048; 1683; 0.360319 
36236; 2048; 1869; 0.367755 
37208; 2048; 1951; 0.366929 
80504; 4096; 3724; 0.699194 
36236; 2048; 1885; 2.394686 
72232; 4096; 3320; 2.313745 
60636; 4096; 2822; 1.222148 
