score;highest tile;number of moves;time per move
113180; 8192; 4696; 1.772367
72096; 4096; 3303; 1.604690
58760; 4096; 2710; 1.456276
38116; 2048; 2007; 1.220458
60624; 4096; 2845; 1.441855
16580; 1024; 990; 0.103183
79336; 4096; 3618; 1.677844
60440; 4096; 2782; 1.593041
22580; 2048; 1146; 0.346246
80884; 4096; 3775; 1.793837
